code,name,final_date,group_code,group_name,period
92314,Statutory homelessness - Eligible homeless people not in priority need,31-12-2013,98,mentalhealth_jsna,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2015,106,crisis-care,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2019,106,crisis-care,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2021,133,child_young_mentalhealth,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2018,133,child_young_mentalhealth,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2019,19,public_health,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2015,133,child_young_mentalhealth,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2015,105,child-health-profiles,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2016,19,public_health,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2020,105,child-health-profiles,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2021,19,public_health,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2019,133,child_young_mentalhealth,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2016,106,crisis-care,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2019,105,child-health-profiles,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2021,106,crisis-care,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2021,105,child-health-profiles,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2020,133,child_young_mentalhealth,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2017,133,child_young_mentalhealth,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2016,105,child-health-profiles,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2016,133,child_young_mentalhealth,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2017,105,child-health-profiles,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2015,19,public_health,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2020,19,public_health,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2018,106,crisis-care,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2020,106,crisis-care,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2017,106,crisis-care,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2018,19,public_health,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2018,105,child-health-profiles,1Y
92315,Percentage of looked after children whose emotional wellbeing is a cause for concern,31-12-2017,19,public_health,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2020,146,healthy-ageing,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2019,19,public_health,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2017,146,healthy-ageing,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2016,146,healthy-ageing,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2015,19,public_health,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2017,19,public_health,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2018,146,healthy-ageing,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2021,19,public_health,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2015,146,healthy-ageing,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2018,19,public_health,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2021,146,healthy-ageing,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2014,146,healthy-ageing,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2019,146,healthy-ageing,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2016,19,public_health,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2020,19,public_health,1Y
92317,Abdominal Aortic Aneurysm Screening Coverage,31-12-2014,19,public_health,1Y
92318,Diabetic eye screening: uptake,31-12-2017,146,healthy-ageing,1Y
92318,Diabetic eye screening: uptake,31-12-2016,146,healthy-ageing,1Y
92318,Diabetic eye screening: uptake,31-12-2015,146,healthy-ageing,1Y
92318,Diabetic eye screening: uptake,31-12-2018,146,healthy-ageing,1Y
92318,Diabetic eye screening: uptake,31-12-2019,146,healthy-ageing,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2021,45,sexualhealth,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2020,19,public_health,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2017,19,public_health,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2020,30,health-protection,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2020,45,sexualhealth,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2017,30,health-protection,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2019,19,public_health,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2014,30,health-protection,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2020,105,child-health-profiles,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2018,45,sexualhealth,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2018,30,health-protection,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2015,30,health-protection,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2015,19,public_health,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2021,30,health-protection,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2016,19,public_health,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2017,45,sexualhealth,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2016,45,sexualhealth,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2019,45,sexualhealth,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2014,19,public_health,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2021,19,public_health,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2016,30,health-protection,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2015,45,sexualhealth,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2021,105,child-health-profiles,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2015,105,child-health-profiles,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2018,105,child-health-profiles,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2019,105,child-health-profiles,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2019,30,health-protection,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2016,105,child-health-profiles,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2018,19,public_health,1Y
92319,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old),31-12-2017,105,child-health-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2008,87,local-alcohol-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2019,87,local-alcohol-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2011,87,local-alcohol-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2006,87,local-alcohol-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2016,87,local-alcohol-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2012,87,local-alcohol-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2009,87,local-alcohol-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2010,87,local-alcohol-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2013,87,local-alcohol-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2015,87,local-alcohol-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2018,87,local-alcohol-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2014,87,local-alcohol-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2007,87,local-alcohol-profiles,1Y
92323,Incidence rate of alcohol-related cancer,31-12-2017,87,local-alcohol-profiles,1Y
92324,Population vaccination coverage - Shingles vaccination coverage (70 years old),31-12-2016,30,health-protection,1Y
92324,Population vaccination coverage - Shingles vaccination coverage (70 years old),31-12-2017,30,health-protection,1Y
92324,Population vaccination coverage - Shingles vaccination coverage (70 years old),31-12-2015,30,health-protection,1Y
92324,Population vaccination coverage - Shingles vaccination coverage (70 years old),31-12-2018,30,health-protection,1Y
92325,Population vaccination coverage - Flu (2-4 years old) - historical method,31-12-2016,30,health-protection,1Y
92325,Population vaccination coverage - Flu (2-4 years old) - historical method,31-12-2017,30,health-protection,1Y
92325,Population vaccination coverage - Flu (2-4 years old) - historical method,31-12-2015,30,health-protection,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2015,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2005,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2014,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2008,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2013,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2017,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2010,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2004,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2007,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2012,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2006,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2009,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2003,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2011,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2018,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2019,19,public_health,1Y
92326,"E08 - Mortality rate from a range of specified communicable diseases, including influenza",31-12-2016,19,public_health,1Y
92371,C24n - Newborn and Infant Physical Examination Screening Coverage,31-12-2019,19,public_health,1Y
92371,C24n - Newborn and Infant Physical Examination Screening Coverage,31-12-2016,19,public_health,1Y
92371,C24n - Newborn and Infant Physical Examination Screening Coverage,31-12-2018,19,public_health,1Y
92371,C24n - Newborn and Infant Physical Examination Screening Coverage,31-12-2017,19,public_health,1Y
92371,C24n - Newborn and Infant Physical Examination Screening Coverage,31-12-2021,19,public_health,1Y
92371,C24n - Newborn and Infant Physical Examination Screening Coverage,31-12-2020,19,public_health,1Y
92371,C24n - Newborn and Infant Physical Examination Screening Coverage,31-12-2015,19,public_health,1Y
92374,Women of childbearing age (15-44): % of total population,31-12-2017,102,perinatal-mental-health,1Y
92374,Women of childbearing age (15-44): % of total population,31-12-2016,102,perinatal-mental-health,1Y
92374,Women of childbearing age (15-44): % of total population,31-12-2015,102,perinatal-mental-health,1Y
92407,Potential years of life lost due to smoking related illness,31-12-2015,18,smoking,1Y
92407,Potential years of life lost due to smoking related illness,31-12-2016,18,smoking,1Y
92407,Potential years of life lost due to smoking related illness,31-12-2017,18,smoking,1Y
92407,Potential years of life lost due to smoking related illness,31-12-2018,18,smoking,1Y
92407,Potential years of life lost due to smoking related illness,31-12-2014,18,smoking,1Y
92432,Deaths from drug misuse,31-12-2003,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2015,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2009,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2011,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2013,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2007,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2019,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2018,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2017,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2004,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2020,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2011,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2011,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2005,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2010,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2008,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2007,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2018,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2019,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2017,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2017,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2013,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2014,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2003,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2005,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2009,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2010,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2016,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2014,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2013,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2007,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2004,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2015,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2020,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2008,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2006,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2004,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2009,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2003,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2018,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2014,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2020,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2005,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2006,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2015,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2010,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2016,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2006,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2012,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2019,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2012,79,drugsandmentalhealth,1Y
92432,Deaths from drug misuse,31-12-2008,125,mortality-profile,1Y
92432,Deaths from drug misuse,31-12-2012,19,public_health,1Y
92432,Deaths from drug misuse,31-12-2016,79,drugsandmentalhealth,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2016,19,public_health,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2014,146,healthy-ageing,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2016,146,healthy-ageing,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2015,26,health-profiles,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2015,65,nhs-health-check,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2015,98,mentalhealth_jsna,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2019,65,nhs-health-check,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2020,29,lung-conditions,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2019,76,msk,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2013,18,smoking,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2020,26,health-profiles,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2014,29,lung-conditions,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2018,26,health-profiles,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2015,79,drugsandmentalhealth,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2017,146,healthy-ageing,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2018,84,dementia,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2011,19,public_health,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2014,26,health-profiles,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2016,76,msk,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2012,26,health-profiles,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2016,141,public-health-dashboard,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2016,18,smoking,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2016,26,health-profiles,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2017,18,smoking,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2018,19,public_health,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2013,79,drugsandmentalhealth,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2020,146,healthy-ageing,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2012,141,public-health-dashboard,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2020,84,dementia,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2012,18,smoking,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2014,65,nhs-health-check,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2019,19,public_health,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2016,79,drugsandmentalhealth,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2019,98,mentalhealth_jsna,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2012,29,lung-conditions,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2018,65,nhs-health-check,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2016,98,mentalhealth_jsna,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2011,18,smoking,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2014,76,msk,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2017,79,drugsandmentalhealth,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2017,76,msk,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2013,98,mentalhealth_jsna,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2013,29,lung-conditions,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2021,146,healthy-ageing,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2018,146,healthy-ageing,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2018,79,drugsandmentalhealth,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2015,141,public-health-dashboard,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2019,18,smoking,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2014,141,public-health-dashboard,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2012,65,nhs-health-check,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2015,18,smoking,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2018,29,lung-conditions,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2015,29,lung-conditions,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2013,65,nhs-health-check,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2019,84,dementia,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2017,19,public_health,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2020,18,smoking,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2019,146,healthy-ageing,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2017,84,dementia,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2021,76,msk,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2018,98,mentalhealth_jsna,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2014,98,mentalhealth_jsna,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2011,29,lung-conditions,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2012,84,dementia,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2017,98,mentalhealth_jsna,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2014,79,drugsandmentalhealth,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2014,19,public_health,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2017,29,lung-conditions,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2019,79,drugsandmentalhealth,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2021,141,public-health-dashboard,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2012,98,mentalhealth_jsna,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2013,146,healthy-ageing,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2016,84,dementia,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2013,26,health-profiles,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2020,76,msk,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2021,26,health-profiles,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2014,18,smoking,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2012,76,msk,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2021,84,dementia,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2020,98,mentalhealth_jsna,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2013,76,msk,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2012,79,drugsandmentalhealth,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2017,141,public-health-dashboard,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2019,26,health-profiles,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2017,26,health-profiles,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2012,19,public_health,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2021,98,mentalhealth_jsna,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2013,84,dementia,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2015,146,healthy-ageing,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2013,19,public_health,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2018,76,msk,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2016,29,lung-conditions,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2018,141,public-health-dashboard,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2014,84,dementia,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2021,19,public_health,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2019,141,public-health-dashboard,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2015,76,msk,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2012,146,healthy-ageing,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2020,19,public_health,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2011,98,mentalhealth_jsna,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2015,84,dementia,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2013,141,public-health-dashboard,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2021,18,smoking,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2011,146,healthy-ageing,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2015,19,public_health,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2019,29,lung-conditions,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2018,18,smoking,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2016,65,nhs-health-check,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2020,141,public-health-dashboard,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2021,29,lung-conditions,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2017,65,nhs-health-check,1Y
92443,Smoking Prevalence in adults (18+) - current smokers (APS),31-12-2011,65,nhs-health-check,1Y
92445,Smoking prevalence in adults in routine and manual occupations (18-64) - current smokers (APS),31-12-2018,26,health-profiles,1Y
92445,Smoking prevalence in adults in routine and manual occupations (18-64) - current smokers (APS),31-12-2013,18,smoking,1Y
92445,Smoking prevalence in adults in routine and manual occupations (18-64) - current smokers (APS),31-12-2019,18,smoking,1Y
92445,Smoking prevalence in adults in routine and manual occupations (18-64) - current smokers (APS),31-12-2011,26,health-profiles,1Y
92445,Smoking prevalence in adults in routine and manual occupations (18-64) - current smokers (APS),31-12-2019,26,health-profiles,1Y
