code,final_date,name,group_name,period
210,31-12-2012,"Transport planning, policy and strategy",Highways and transport services,1Y
220,31-12-2012,Capital charges relating to construction projects,Highways and transport services,1Y
230,31-12-2012,Structural maintenance,Highways and transport services,1Y
247,31-12-2012,"Environmental, safety and routine maintenance",Highways and transport services,1Y
248,31-12-2012,Winter service,Highways and transport services,1Y
249,31-12-2012,Street lighting (including energy costs),Highways and transport services,1Y
251,31-12-2012,Traffic management and road safety: congestion charging,Highways and transport services,1Y
254,31-12-2012,Traffic management and road safety: road safety education and safe routes (including school crossing patrols),Highways and transport services,1Y
258,31-12-2012,Traffic management and road safety: other,Highways and transport services,1Y
260,31-12-2012,Parking services,Highways and transport services,1Y
271,31-12-2012,Public transport: concessionary fares,Highways and transport services,1Y
275,31-12-2012,Public transport: support to operators,Highways and transport services,1Y
276,31-12-2012,Public transport: co-ordination,Highways and transport services,1Y
280,31-12-2012,"Airports, harbours and toll facilities",Highways and transport services,1Y
311,31-12-2012,Social care strategy - children,Social care,1Y
324,31-12-2012,Children and Young Peoples Safety,Social care,1Y
325,31-12-2012,Children's and families' services - asylum seekers,Social care,1Y
329,31-12-2012,Children's and families' services - other,Social care,1Y
330,31-12-2012,Social care strategy - adults,Social care,1Y
340,31-12-2012,Older people (aged 65 or over) including older mentally ill,Social care,1Y
351,31-12-2012,Adults aged under 65 with physical disability or sensory impairment,Social care,1Y
352,31-12-2012,Adults aged under 65 with learning disabilities,Social care,1Y
353,31-12-2012,Adults aged under 65 with mental health needs,Social care,1Y
375,31-12-2012,Other adult social care - asylum seekers - lone adults,Social care,1Y
379,31-12-2012,Other adult social care - other,Social care,1Y
409,31-12-2012,"Housing strategy, advice, advances, enabling, renewals and licensing",Housing services (gfra only),1Y
440,31-12-2012,Homelessness,Housing services (gfra only),1Y
456,31-12-2012,Housing benefits: rent allowances and rent rebates - discretionary payments,Housing services (gfra only),1Y
457,31-12-2012,Housing benefits administration,Housing services (gfra only),1Y
460,31-12-2012,Other council property - travellers' sites and non-HRA housing,Housing services (gfra only),1Y
475,31-12-2012,Housing welfare: Supporting People,Housing services (gfra only),1Y
478,31-12-2012,Other welfare services,Housing services (gfra only),1Y
500,31-12-2012,Archives,Cultural and related services,1Y
501,31-12-2012,Culture and heritage (excluding Archives),Cultural and related services,1Y
502,31-12-2012,Recreation and sport,Cultural and related services,1Y
503,31-12-2012,Open spaces,Cultural and related services,1Y
504,31-12-2012,Tourism,Cultural and related services,1Y
505,31-12-2012,Library service,Cultural and related services,1Y
510,31-12-2012,"Cemetery, cremation and mortuary services",Environmental and regulatory services,1Y
519,31-12-2012,Regulatory services: Trading standards,Environmental and regulatory services,1Y
520,31-12-2012,Regulatory services: Water safety,Environmental and regulatory services,1Y
521,31-12-2012,Regulatory services: Food safety,Environmental and regulatory services,1Y
522,31-12-2012,Regulatory services: Environmental protection,Environmental and regulatory services,1Y
523,31-12-2012,Regulatory services: Private rented housing standards,Environmental and regulatory services,1Y
524,31-12-2012,Regulatory services: Health and safety,Environmental and regulatory services,1Y
525,31-12-2012,Regulatory services: Port health,Environmental and regulatory services,1Y
526,31-12-2012,Regulatory services: Pest control,Environmental and regulatory services,1Y
527,31-12-2012,Regulatory services: Public conveniences,Environmental and regulatory services,1Y
528,31-12-2012,Regulatory services: Animal and public health; infectious disease control,Environmental and regulatory services,1Y
529,31-12-2012,Regulatory services: Licensing - Alcohol and entertainment licensing; taxi licensing,Environmental and regulatory services,1Y
531,31-12-2012,Community safety (Crime reduction),Environmental and regulatory services,1Y
532,31-12-2012,Community safety (Safety services),Environmental and regulatory services,1Y
533,31-12-2012,Community safety (CCTV),Environmental and regulatory services,1Y
541,31-12-2012,Defences against flooding,Environmental and regulatory services,1Y
543,31-12-2012,Land drainage and related work,Environmental and regulatory services,1Y
547,31-12-2012,Coast protection,Environmental and regulatory services,1Y
550,31-12-2012,Agriculture and fisheries services,Environmental and regulatory services,1Y
570,31-12-2012,Street cleansing (not chargeable to Highways),Environmental and regulatory services,1Y
581,31-12-2012,Waste collection,Environmental and regulatory services,1Y
582,31-12-2012,Waste disposal,Environmental and regulatory services,1Y
583,31-12-2012,Trade waste,Environmental and regulatory services,1Y
584,31-12-2012,Recycling,Environmental and regulatory services,1Y
585,31-12-2012,Waste minimisation,Environmental and regulatory services,1Y
586,31-12-2012,Climate change costs,Environmental and regulatory services,1Y
591,31-12-2012,Building control,Planning and development services,1Y
592,31-12-2012,Development control,Planning and development services,1Y
593,31-12-2012,Planning policy,Planning and development services,1Y
594,31-12-2012,Environmental initiatives,Planning and development services,1Y
595,31-12-2012,Economic development,Planning and development services,1Y
596,31-12-2012,Community development,Planning and development services,1Y
597,31-12-2012,Economic research,Planning and development services,1Y
598,31-12-2012,Business Support,Planning and development services,1Y
601,31-12-2012,Total police services,Planning and development services,1Y
602,31-12-2012,Total fire and rescue services,Planning and development services,1Y
110,31-12-2011,Nursery schools,Education services,1Y
120,31-12-2011,Primary schools,Education services,1Y
130,31-12-2011,Secondary schools,Education services,1Y
140,31-12-2011,Special schools,Education services,1Y
150,31-12-2011,Non-school funding,Education services,1Y
210,31-12-2011,"Transport planning, policy and strategy",Highways and transport services,1Y
220,31-12-2011,Capital charges relating to construction projects,Highways and transport services,1Y
230,31-12-2011,Structural maintenance,Highways and transport services,1Y
247,31-12-2011,"Environmental, safety and routine maintenance",Highways and transport services,1Y
248,31-12-2011,Winter service,Highways and transport services,1Y
249,31-12-2011,Street lighting (including energy costs),Highways and transport services,1Y
251,31-12-2011,Traffic management and road safety: congestion charging,Highways and transport services,1Y
254,31-12-2011,Traffic management and road safety: road safety education and safe routes (including school crossing patrols),Highways and transport services,1Y
258,31-12-2011,Traffic management and road safety: other,Highways and transport services,1Y
260,31-12-2011,Parking services,Highways and transport services,1Y
271,31-12-2011,Public transport: concessionary fares,Highways and transport services,1Y
275,31-12-2011,Public transport: support to operators,Highways and transport services,1Y
276,31-12-2011,Public transport: co-ordination,Highways and transport services,1Y
280,31-12-2011,"Airports, harbours and toll facilities",Highways and transport services,1Y
311,31-12-2011,Social care strategy - children,Social care,1Y
325,31-12-2011,Children's and families' services - asylum seekers,Social care,1Y
329,31-12-2011,Children's and families' services - other,Social care,1Y
330,31-12-2011,Social care strategy - adults,Social care,1Y
340,31-12-2011,Older people (aged 65 or over) including older mentally ill,Social care,1Y
351,31-12-2011,Adults aged under 65 with physical disability or sensory impairment,Social care,1Y
352,31-12-2011,Adults aged under 65 with learning disabilities,Social care,1Y
353,31-12-2011,Adults aged under 65 with mental health needs,Social care,1Y
375,31-12-2011,Other adult social care - asylum seekers - lone adults,Social care,1Y
379,31-12-2011,Other adult social care - other,Social care,1Y
409,31-12-2011,"Housing strategy, advice, advances, enabling, renewals and licensing",Housing services (gfra only),1Y
440,31-12-2011,Homelessness,Housing services (gfra only),1Y
456,31-12-2011,Housing benefits: rent allowances and rent rebates - discretionary payments,Housing services (gfra only),1Y
457,31-12-2011,Housing benefits administration,Housing services (gfra only),1Y
460,31-12-2011,Other council property - travellers' sites and non-HRA housing,Housing services (gfra only),1Y
475,31-12-2011,Housing welfare: Supporting People,Housing services (gfra only),1Y
478,31-12-2011,Other welfare services,Housing services (gfra only),1Y
501,31-12-2011,Culture and heritage,Cultural and related services,1Y
502,31-12-2011,Recreation and sport,Cultural and related services,1Y
503,31-12-2011,Open spaces,Cultural and related services,1Y
504,31-12-2011,Tourism,Cultural and related services,1Y
505,31-12-2011,Library service,Cultural and related services,1Y
510,31-12-2011,"Cemetery, cremation and mortuary services",Environmental and regulatory services,1Y
519,31-12-2011,Regulatory services: Trading standards,Environmental and regulatory services,1Y
520,31-12-2011,Regulatory services: Water safety,Environmental and regulatory services,1Y
521,31-12-2011,Regulatory services: Food safety,Environmental and regulatory services,1Y
522,31-12-2011,Regulatory services: Environmental protection,Environmental and regulatory services,1Y
523,31-12-2011,Regulatory services: Private rented housing standards,Environmental and regulatory services,1Y
524,31-12-2011,Regulatory services: Health and safety,Environmental and regulatory services,1Y
525,31-12-2011,Regulatory services: Port health,Environmental and regulatory services,1Y
526,31-12-2011,Regulatory services: Pest control,Environmental and regulatory services,1Y
527,31-12-2011,Regulatory services: Public conveniences,Environmental and regulatory services,1Y
528,31-12-2011,Regulatory services: Animal and public health; infectious disease control,Environmental and regulatory services,1Y
529,31-12-2011,Regulatory services: Licensing - Alcohol and entertainment licensing; taxi licensing,Environmental and regulatory services,1Y
531,31-12-2011,Community safety (Crime reduction),Environmental and regulatory services,1Y
532,31-12-2011,Community safety (Safety services),Environmental and regulatory services,1Y
533,31-12-2011,Community safety (CCTV),Environmental and regulatory services,1Y
541,31-12-2011,Defences against flooding,Environmental and regulatory services,1Y
543,31-12-2011,Land drainage and related work,Environmental and regulatory services,1Y
547,31-12-2011,Coast protection,Environmental and regulatory services,1Y
550,31-12-2011,Agriculture and fisheries services,Environmental and regulatory services,1Y
570,31-12-2011,Street cleansing (not chargeable to Highways),Environmental and regulatory services,1Y
581,31-12-2011,Waste collection,Environmental and regulatory services,1Y
582,31-12-2011,Waste disposal,Environmental and regulatory services,1Y
583,31-12-2011,Trade waste,Environmental and regulatory services,1Y
584,31-12-2011,Recycling,Environmental and regulatory services,1Y
585,31-12-2011,Waste minimisation,Environmental and regulatory services,1Y
586,31-12-2011,Climate change costs,Environmental and regulatory services,1Y
591,31-12-2011,Building control,Planning and development services,1Y
592,31-12-2011,Development control,Planning and development services,1Y
593,31-12-2011,Planning policy,Planning and development services,1Y
594,31-12-2011,Environmental initiatives,Planning and development services,1Y
595,31-12-2011,Economic development,Planning and development services,1Y
596,31-12-2011,Community development,Planning and development services,1Y
601,31-12-2011,Total police services,Planning and development services,1Y
602,31-12-2011,Total fire and rescue services,Planning and development services,1Y
110,31-12-2013,Early years,Education services,1Y
120,31-12-2013,Primary schools,Education services,1Y
130,31-12-2013,Secondary schools,Education services,1Y
140,31-12-2013,Special schools,Education services,1Y
150,31-12-2013,Services to young people and other community learners,Education services,1Y
160,31-12-2013,Other strategic functions,Education services,1Y
210,31-12-2013,"Transport planning, policy and strategy",Highways and transport services,1Y
220,31-12-2013,Capital charges relating to construction projects,Highways and transport services,1Y
230,31-12-2013,Structural maintenance,Highways and transport services,1Y
247,31-12-2013,"Environmental, safety and routine maintenance",Highways and transport services,1Y
248,31-12-2013,Winter service,Highways and transport services,1Y
249,31-12-2013,Street lighting (including energy costs),Highways and transport services,1Y
251,31-12-2013,Traffic management and road safety: congestion charging,Highways and transport services,1Y
254,31-12-2013,Traffic management and road safety: road safety education and safe routes (including school crossing patrols),Highways and transport services,1Y
258,31-12-2013,Traffic management and road safety: other,Highways and transport services,1Y
260,31-12-2013,Parking services,Highways and transport services,1Y
271,31-12-2013,Public transport: statutory concessionary fares,Highways and transport services,1Y
272,31-12-2013,Public transport: discretionary concessionary fares,Highways and transport services,1Y
275,31-12-2013,Public transport: support to operators,Highways and transport services,1Y
276,31-12-2013,Public transport: co-ordination,Highways and transport services,1Y
280,31-12-2013,"Airports, harbours and toll facilities",Highways and transport services,1Y
311,31-12-2013,Children's social care: Service strategy,Children's social care,1Y
312,31-12-2013,Children's social care: Commissioning and social work,Children's social care,1Y
321,31-12-2013,Children's social care: Children looked after,Children's social care,1Y
322,31-12-2013,Children's social care: Family support services,Children's social care,1Y
323,31-12-2013,Children's social care: Youth justice,Children's social care,1Y
324,31-12-2013,Children's social care: Children's and young people's safety,Children's social care,1Y
325,31-12-2013,Children's social care: Asylum seekers,Children's social care,1Y
328,31-12-2013,Children's social care: Other children's and families' services,Children's social care,1Y
330,31-12-2013,Social care strategy - adults,Adult social care,1Y
340,31-12-2013,Older people (aged 65 or over) including older mentally ill,Adult social care,1Y
351,31-12-2013,Adults aged under 65 with physical disability or sensory impairment,Adult social care,1Y
352,31-12-2013,Adults aged under 65 with learning disabilities,Adult social care,1Y
353,31-12-2013,Adults aged under 65 with mental health needs,Adult social care,1Y
375,31-12-2013,Other adult social care - asylum seekers - lone adults,Adult social care,1Y
379,31-12-2013,Other adult social care - other,Adult social care,1Y
409,31-12-2013,"Housing strategy, advice, advances, enabling, renewals and licensing",Housing services (gfra only),1Y
440,31-12-2013,Homelessness,Housing services (gfra only),1Y
456,31-12-2013,Housing benefits: rent allowances and rent rebates - discretionary payments,Housing services (gfra only),1Y
457,31-12-2013,Housing benefits administration,Housing services (gfra only),1Y
460,31-12-2013,Other council property - travellers' sites and non-HRA housing,Housing services (gfra only),1Y
475,31-12-2013,Housing welfare: Supporting People,Housing services (gfra only),1Y
478,31-12-2013,Other welfare services,Housing services (gfra only),1Y
500,31-12-2013,Archives,Cultural and related services,1Y
501,31-12-2013,Culture and heritage (excluding Archives),Cultural and related services,1Y
502,31-12-2013,Recreation and sport,Cultural and related services,1Y
503,31-12-2013,Open spaces,Cultural and related services,1Y
504,31-12-2013,Tourism,Cultural and related services,1Y
505,31-12-2013,Library service,Cultural and related services,1Y
510,31-12-2013,"Cemetery, cremation and mortuary services",Environmental and regulatory services,1Y
519,31-12-2013,Regulatory services: Trading standards,Environmental and regulatory services,1Y
520,31-12-2013,Regulatory services: Water safety,Environmental and regulatory services,1Y
521,31-12-2013,Regulatory services: Food safety,Environmental and regulatory services,1Y
522,31-12-2013,Regulatory services: Environmental protection; noise and nuisance,Environmental and regulatory services,1Y
523,31-12-2013,Regulatory services: Housing standards,Environmental and regulatory services,1Y
524,31-12-2013,Regulatory services: Health and safety,Environmental and regulatory services,1Y
525,31-12-2013,Regulatory services: Port health,Environmental and regulatory services,1Y
526,31-12-2013,Regulatory services: Pest control,Environmental and regulatory services,1Y
527,31-12-2013,Regulatory services: Public conveniences,Environmental and regulatory services,1Y
528,31-12-2013,Regulatory services: Animal and public health; infectious disease,Environmental and regulatory services,1Y
529,31-12-2013,Regulatory services: Licensing - Alcohol and entertainment licensing; taxi licensing,Environmental and regulatory services,1Y
531,31-12-2013,Community safety (Crime reduction),Environmental and regulatory services,1Y
532,31-12-2013,Community safety (Safety services),Environmental and regulatory services,1Y
533,31-12-2013,Community safety (CCTV),Environmental and regulatory services,1Y
541,31-12-2013,Defences against flooding,Environmental and regulatory services,1Y
543,31-12-2013,Land drainage and related work,Environmental and regulatory services,1Y
547,31-12-2013,Coast protection,Environmental and regulatory services,1Y
550,31-12-2013,Agriculture and fisheries services,Environmental and regulatory services,1Y
570,31-12-2013,Street cleansing (not chargeable to Highways),Environmental and regulatory services,1Y
581,31-12-2013,Waste collection,Environmental and regulatory services,1Y
582,31-12-2013,Waste disposal,Environmental and regulatory services,1Y
583,31-12-2013,Trade waste,Environmental and regulatory services,1Y
584,31-12-2013,Recycling,Environmental and regulatory services,1Y
585,31-12-2013,Waste minimisation,Environmental and regulatory services,1Y
586,31-12-2013,Climate change costs,Environmental and regulatory services,1Y
591,31-12-2013,Building control,Planning and development services,1Y
592,31-12-2013,Development control,Planning and development services,1Y
593,31-12-2013,Planning policy,Planning and development services,1Y
594,31-12-2013,Environmental initiatives,Planning and development services,1Y
595,31-12-2013,Economic development,Planning and development services,1Y
596,31-12-2013,Community development,Planning and development services,1Y
597,31-12-2013,Economic research,Planning and development services,1Y
598,31-12-2013,Business Support,Planning and development services,1Y
601,31-12-2013,Total police services,Planning and development services,1Y
602,31-12-2013,Total fire and rescue services,Planning and development services,1Y
110,31-12-2014,Early years,Education services,1Y
120,31-12-2014,Primary schools,Education services,1Y
130,31-12-2014,Secondary schools,Education services,1Y
140,31-12-2014,Special schools,Education services,1Y
150,31-12-2014,Services to young people and other community learners,Education services,1Y
160,31-12-2014,Other strategic functions,Education services,1Y
210,31-12-2014,"Transport planning, policy and strategy",Highways and transport services,1Y
220,31-12-2014,Capital charges relating to construction projects,Highways and transport services,1Y
230,31-12-2014,Structural maintenance,Highways and transport services,1Y
247,31-12-2014,"Environmental, safety and routine maintenance",Highways and transport services,1Y
248,31-12-2014,Winter service,Highways and transport services,1Y
249,31-12-2014,Street lighting (including energy costs),Highways and transport services,1Y
251,31-12-2014,Traffic management and road safety: congestion charging,Highways and transport services,1Y
254,31-12-2014,Traffic management and road safety: road safety education and safe routes (including school crossing patrols),Highways and transport services,1Y
258,31-12-2014,Traffic management and road safety: other,Highways and transport services,1Y
260,31-12-2014,Parking services,Highways and transport services,1Y
271,31-12-2014,Public transport: statutory concessionary fares,Highways and transport services,1Y
272,31-12-2014,Public transport: discretionary concessionary fares,Highways and transport services,1Y
275,31-12-2014,Public transport: support to operators,Highways and transport services,1Y
276,31-12-2014,Public transport: co-ordination,Highways and transport services,1Y
280,31-12-2014,"Airports, harbours and toll facilities",Highways and transport services,1Y
311,31-12-2014,Children's social care: Service strategy,Children's social care,1Y
312,31-12-2014,Children's social care: Commissioning and social work,Children's social care,1Y
321,31-12-2014,Children's social care: Children looked after,Children's social care,1Y
322,31-12-2014,Children's social care: Family support services,Children's social care,1Y
323,31-12-2014,Children's social care: Youth justice,Children's social care,1Y
324,31-12-2014,Children's social care: Children's and young people's safety,Children's social care,1Y
325,31-12-2014,Children's social care: Asylum seekers,Children's social care,1Y
328,31-12-2014,Children's social care: Other children's and families' services,Children's social care,1Y
331,31-12-2014,Social care strategy - adults,Adult social care,1Y
335,31-12-2014,Older people (aged 65 or over) including older mentally ill,Adult social care,1Y
341,31-12-2014,Adults aged under 65 with physical disability or sensory impairment,Adult social care,1Y
342,31-12-2014,Adults aged under 65 with learning disabilities,Adult social care,1Y
343,31-12-2014,Adults aged under 65 with mental health needs,Adult social care,1Y
351,31-12-2014,Other adult social care - asylum seekers - lone adults,Adult social care,1Y
352,31-12-2014,Other adult social care - other,Adult social care,1Y
361,31-12-2014,Sexual health services - STI testing and treatment (prescribed functions),Public health,1Y
362,31-12-2014,Sexual health services - Contraception (prescribed functions),Public health,1Y
363,31-12-2014,"Sexual health services - Advice, prevention and promotion  (non-prescribed functions)",Public health,1Y
365,31-12-2014,NHS health check programme  (prescribed functions),Public health,1Y
366,31-12-2014,Health protection - Local authority role in health protection  (prescribed functions),Public health,1Y
368,31-12-2014,National child measurement programme (prescribed functions),Public health,1Y
370,31-12-2014,Public health advice (prescribed functions),Public health,1Y
371,31-12-2014,Obesity - adults,Public health,1Y
372,31-12-2014,Obesity - children,Public health,1Y
373,31-12-2014,Physical activity - adults,Public health,1Y
374,31-12-2014,Physical activity - children,Public health,1Y
376,31-12-2014,Substance misuse - Drug misuse - adults,Public health,1Y
377,31-12-2014,Substance misuse - Alcohol misuse - adults,Public health,1Y
378,31-12-2014,Substance misuse - (drugs and alcohol) - youth services,Public health,1Y
380,31-12-2014,Smoking and tobacco - Stop smoking services and interventions,Public health,1Y
381,31-12-2014,Smoking and tobacco - Wider tobacco control,Public health,1Y
383,31-12-2014,Children 5–19 public health programmes,Public health,1Y
385,31-12-2014,Miscellaneous public health services,Public health,1Y
409,31-12-2014,"Housing strategy, advice, advances, enabling, renewals and licensing",Housing services (gfra only),1Y
440,31-12-2014,Homelessness,Housing services (gfra only),1Y
456,31-12-2014,Housing benefits: rent allowances and rent rebates - discretionary payments,Housing services (gfra only),1Y
457,31-12-2014,Housing benefits administration,Housing services (gfra only),1Y
460,31-12-2014,Other council property - travellers' sites and non-HRA housing,Housing services (gfra only),1Y
475,31-12-2014,Housing welfare: Supporting People,Housing services (gfra only),1Y
478,31-12-2014,Other welfare services,Housing services (gfra only),1Y
500,31-12-2014,Archives,Cultural and related services,1Y
501,31-12-2014,Culture and heritage (excluding Archives),Cultural and related services,1Y
502,31-12-2014,Recreation and sport,Cultural and related services,1Y
503,31-12-2014,Open spaces,Cultural and related services,1Y
504,31-12-2014,Tourism,Cultural and related services,1Y
505,31-12-2014,Library service,Cultural and related services,1Y
510,31-12-2014,"Cemetery, cremation and mortuary services",Environmental and regulatory services,1Y
519,31-12-2014,Regulatory services: Trading standards,Environmental and regulatory services,1Y
520,31-12-2014,Regulatory services: Water safety,Environmental and regulatory services,1Y
521,31-12-2014,Regulatory services: Food safety,Environmental and regulatory services,1Y
522,31-12-2014,Regulatory services: Environmental protection; noise and nuisance,Environmental and regulatory services,1Y
523,31-12-2014,Regulatory services: Housing standards,Environmental and regulatory services,1Y
524,31-12-2014,Regulatory services: Health and safety,Environmental and regulatory services,1Y
525,31-12-2014,Regulatory services: Port health (excluding levies),Environmental and regulatory services,1Y
526,31-12-2014,Regulatory services: Port health levies,Environmental and regulatory services,1Y
527,31-12-2014,Regulatory services: Pest control,Environmental and regulatory services,1Y
528,31-12-2014,Regulatory services: Public conveniences,Environmental and regulatory services,1Y
529,31-12-2014,Regulatory services: Animal and public health; infectious disease,Environmental and regulatory services,1Y
530,31-12-2014,Regulatory services: Licensing - Alcohol and entertainment licensing; taxi licensing,Environmental and regulatory services,1Y
531,31-12-2014,Community safety (Crime reduction),Environmental and regulatory services,1Y
532,31-12-2014,Community safety (Safety services),Environmental and regulatory services,1Y
533,31-12-2014,Community safety (CCTV),Environmental and regulatory services,1Y
541,31-12-2014,Defences against flooding,Environmental and regulatory services,1Y
543,31-12-2014,Land drainage and related work (excluding levy / Special levies),Environmental and regulatory services,1Y
544,31-12-2014,Land drainage and related work - Levy / Special levies,Environmental and regulatory services,1Y
547,31-12-2014,Coast protection,Environmental and regulatory services,1Y
550,31-12-2014,Agriculture and fisheries services,Environmental and regulatory services,1Y
570,31-12-2014,Street cleansing (not chargeable to Highways),Environmental and regulatory services,1Y
581,31-12-2014,Waste collection,Environmental and regulatory services,1Y
582,31-12-2014,Waste disposal,Environmental and regulatory services,1Y
583,31-12-2014,Trade waste,Environmental and regulatory services,1Y
584,31-12-2014,Recycling,Environmental and regulatory services,1Y
585,31-12-2014,Waste minimisation,Environmental and regulatory services,1Y
586,31-12-2014,Climate change costs,Environmental and regulatory services,1Y
591,31-12-2014,Building control,Planning and development services,1Y
592,31-12-2014,Development control,Planning and development services,1Y
593,31-12-2014,Planning policy,Planning and development services,1Y
594,31-12-2014,Environmental initiatives,Planning and development services,1Y
595,31-12-2014,Economic development,Planning and development services,1Y
596,31-12-2014,Community development,Planning and development services,1Y
597,31-12-2014,Economic research,Planning and development services,1Y
598,31-12-2014,Business Support,Planning and development services,1Y
601,31-12-2014,Total police services,Planning and development services,1Y
602,31-12-2014,Total fire and rescue services,Planning and development services,1Y
