indicator_id,indicator_name,definition_short,final_year,profile_id,profile_name
91281,Dementia: Direct standardised rate of emergency admissions (aged 65 years and over),Dementia: Direct standardised rate of emergency admissions (aged 65 years and over),2018,84,dementia
91281,Dementia: Direct standardised rate of emergency admissions (aged 65 years and over),Dementia: Direct standardised rate of emergency admissions (aged 65 years and over),2018,146,healthy-ageing
91281,Dementia: Direct standardised rate of emergency admissions (aged 65 years and over),Dementia: Direct standardised rate of emergency admissions (aged 65 years and over),2020,84,dementia
91281,Dementia: Direct standardised rate of emergency admissions (aged 65 years and over),Dementia: Direct standardised rate of emergency admissions (aged 65 years and over),2019,84,dementia
91281,Dementia: Direct standardised rate of emergency admissions (aged 65 years and over),Dementia: Direct standardised rate of emergency admissions (aged 65 years and over),2017,84,dementia
91281,Dementia: Direct standardised rate of emergency admissions (aged 65 years and over),Dementia: Direct standardised rate of emergency admissions (aged 65 years and over),2019,146,healthy-ageing
91283,Alzheimer's disease: Direct standardised rate of inpatient admissions (aged 65 years and over),Alzheimer's disease: Direct standardised rate of inpatient admissions (aged 65 years and over),2018,84,dementia
91283,Alzheimer's disease: Direct standardised rate of inpatient admissions (aged 65 years and over),Alzheimer's disease: Direct standardised rate of inpatient admissions (aged 65 years and over),2020,84,dementia
91283,Alzheimer's disease: Direct standardised rate of inpatient admissions (aged 65 years and over),Alzheimer's disease: Direct standardised rate of inpatient admissions (aged 65 years and over),2017,84,dementia
91283,Alzheimer's disease: Direct standardised rate of inpatient admissions (aged 65 years and over),Alzheimer's disease: Direct standardised rate of inpatient admissions (aged 65 years and over),2019,84,dementia
91284,Vascular dementia:  Direct standardised rate of inpatient admissions (aged 65 years and over),Vascular dementia:  Direct standardised rate of inpatient admissions (aged 65 years and over),2019,84,dementia
91284,Vascular dementia:  Direct standardised rate of inpatient admissions (aged 65 years and over),Vascular dementia:  Direct standardised rate of inpatient admissions (aged 65 years and over),2020,84,dementia
91284,Vascular dementia:  Direct standardised rate of inpatient admissions (aged 65 years and over),Vascular dementia:  Direct standardised rate of inpatient admissions (aged 65 years and over),2018,84,dementia
91284,Vascular dementia:  Direct standardised rate of inpatient admissions (aged 65 years and over),Vascular dementia:  Direct standardised rate of inpatient admissions (aged 65 years and over),2017,84,dementia
91294,Concurrent contact with mental health services and substance misuse services for drug misuse,Concurrent contact with mental health services and substance misuse services for drug misuse,2015,106,crisis-care
91294,Concurrent contact with mental health services and substance misuse services for drug misuse,Concurrent contact with mental health services and substance misuse services for drug misuse,2015,98,mentalhealth_jsna
91294,Concurrent contact with mental health services and substance misuse services for drug misuse,Concurrent contact with mental health services and substance misuse services for drug misuse,2016,79,drugsandmentalhealth
91294,Concurrent contact with mental health services and substance misuse services for drug misuse,Concurrent contact with mental health services and substance misuse services for drug misuse,2014,106,crisis-care
91294,Concurrent contact with mental health services and substance misuse services for drug misuse,Concurrent contact with mental health services and substance misuse services for drug misuse,2017,98,mentalhealth_jsna
91294,Concurrent contact with mental health services and substance misuse services for drug misuse,Concurrent contact with mental health services and substance misuse services for drug misuse,2014,79,drugsandmentalhealth
91294,Concurrent contact with mental health services and substance misuse services for drug misuse,Concurrent contact with mental health services and substance misuse services for drug misuse,2017,106,crisis-care
91294,Concurrent contact with mental health services and substance misuse services for drug misuse,Concurrent contact with mental health services and substance misuse services for drug misuse,2017,79,drugsandmentalhealth
91294,Concurrent contact with mental health services and substance misuse services for drug misuse,Concurrent contact with mental health services and substance misuse services for drug misuse,2014,98,mentalhealth_jsna
91294,Concurrent contact with mental health services and substance misuse services for drug misuse,Concurrent contact with mental health services and substance misuse services for drug misuse,2016,106,crisis-care
91294,Concurrent contact with mental health services and substance misuse services for drug misuse,Concurrent contact with mental health services and substance misuse services for drug misuse,2015,79,drugsandmentalhealth
91294,Concurrent contact with mental health services and substance misuse services for drug misuse,Concurrent contact with mental health services and substance misuse services for drug misuse,2016,98,mentalhealth_jsna
91295,Concurrent contact with mental health services and substance misuse services for alcohol misuse,Concurrent contact with mental health services and substance misuse services for alcohol misuse,2015,79,drugsandmentalhealth
91295,Concurrent contact with mental health services and substance misuse services for alcohol misuse,Concurrent contact with mental health services and substance misuse services for alcohol misuse,2016,106,crisis-care
91295,Concurrent contact with mental health services and substance misuse services for alcohol misuse,Concurrent contact with mental health services and substance misuse services for alcohol misuse,2017,106,crisis-care
91295,Concurrent contact with mental health services and substance misuse services for alcohol misuse,Concurrent contact with mental health services and substance misuse services for alcohol misuse,2016,98,mentalhealth_jsna
91295,Concurrent contact with mental health services and substance misuse services for alcohol misuse,Concurrent contact with mental health services and substance misuse services for alcohol misuse,2014,98,mentalhealth_jsna
91295,Concurrent contact with mental health services and substance misuse services for alcohol misuse,Concurrent contact with mental health services and substance misuse services for alcohol misuse,2015,106,crisis-care
91295,Concurrent contact with mental health services and substance misuse services for alcohol misuse,Concurrent contact with mental health services and substance misuse services for alcohol misuse,2017,98,mentalhealth_jsna
91295,Concurrent contact with mental health services and substance misuse services for alcohol misuse,Concurrent contact with mental health services and substance misuse services for alcohol misuse,2017,79,drugsandmentalhealth
91295,Concurrent contact with mental health services and substance misuse services for alcohol misuse,Concurrent contact with mental health services and substance misuse services for alcohol misuse,2014,106,crisis-care
91295,Concurrent contact with mental health services and substance misuse services for alcohol misuse,Concurrent contact with mental health services and substance misuse services for alcohol misuse,2014,79,drugsandmentalhealth
91295,Concurrent contact with mental health services and substance misuse services for alcohol misuse,Concurrent contact with mental health services and substance misuse services for alcohol misuse,2016,79,drugsandmentalhealth
91295,Concurrent contact with mental health services and substance misuse services for alcohol misuse,Concurrent contact with mental health services and substance misuse services for alcohol misuse,2015,98,mentalhealth_jsna
91300,Dementia: Ratio of inpatient service use to recorded diagnoses,Dementia: Ratio of inpatient service use to recorded diagnoses,2018,84,dementia
91300,Dementia: Ratio of inpatient service use to recorded diagnoses,Dementia: Ratio of inpatient service use to recorded diagnoses,2019,84,dementia
91300,Dementia: Ratio of inpatient service use to recorded diagnoses,Dementia: Ratio of inpatient service use to recorded diagnoses,2017,84,dementia
91300,Dementia: Ratio of inpatient service use to recorded diagnoses,Dementia: Ratio of inpatient service use to recorded diagnoses,2020,84,dementia
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2019,30,health-protection
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2021,45,sexualhealth
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2017,26,health-profiles
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2014,45,sexualhealth
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2016,45,sexualhealth
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2013,30,health-protection
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2015,26,health-profiles
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2017,30,health-protection
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2018,26,health-profiles
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2014,19,public_health
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2017,19,public_health
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2012,26,health-profiles
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2020,30,health-protection
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2018,19,public_health
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2020,45,sexualhealth
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2018,30,health-protection
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2013,19,public_health
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2012,30,health-protection
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2014,30,health-protection
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2013,45,sexualhealth
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2016,26,health-profiles
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2019,45,sexualhealth
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2021,26,health-profiles
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2015,45,sexualhealth
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2021,19,public_health
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2020,19,public_health
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2018,45,sexualhealth
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2020,26,health-profiles
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2016,19,public_health
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2019,26,health-profiles
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2012,45,sexualhealth
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2012,19,public_health
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2015,30,health-protection
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2015,19,public_health
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2013,26,health-profiles
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2014,26,health-profiles
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2019,19,public_health
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2016,30,health-protection
91306,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000","New STI diagnoses (excluding chlamydia aged under 25) per 100,000",2017,45,sexualhealth
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2017,141,public-health-dashboard
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2021,45,sexualhealth
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2013,141,public-health-dashboard
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2019,141,public-health-dashboard
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2014,141,public-health-dashboard
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2015,45,sexualhealth
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2014,45,sexualhealth
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2016,45,sexualhealth
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2020,45,sexualhealth
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2018,45,sexualhealth
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2016,141,public-health-dashboard
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2018,141,public-health-dashboard
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2013,45,sexualhealth
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2015,141,public-health-dashboard
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2012,45,sexualhealth
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2017,45,sexualhealth
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2020,141,public-health-dashboard
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2019,45,sexualhealth
91307,"STI testing rate (exclude chlamydia aged under 25) per 100,000","STI testing rate (exclude chlamydia aged under 25) per 100,000",2012,141,public-health-dashboard
91308,STI testing positivity (excluding chlamydia aged under 25),STI testing positivity (excluding chlamydia aged under 25),2015,45,sexualhealth
91308,STI testing positivity (excluding chlamydia aged under 25),STI testing positivity (excluding chlamydia aged under 25),2019,45,sexualhealth
91308,STI testing positivity (excluding chlamydia aged under 25),STI testing positivity (excluding chlamydia aged under 25),2016,45,sexualhealth
91308,STI testing positivity (excluding chlamydia aged under 25),STI testing positivity (excluding chlamydia aged under 25),2013,45,sexualhealth
91308,STI testing positivity (excluding chlamydia aged under 25),STI testing positivity (excluding chlamydia aged under 25),2018,45,sexualhealth
91308,STI testing positivity (excluding chlamydia aged under 25),STI testing positivity (excluding chlamydia aged under 25),2020,45,sexualhealth
91308,STI testing positivity (excluding chlamydia aged under 25),STI testing positivity (excluding chlamydia aged under 25),2014,45,sexualhealth
91308,STI testing positivity (excluding chlamydia aged under 25),STI testing positivity (excluding chlamydia aged under 25),2012,45,sexualhealth
91308,STI testing positivity (excluding chlamydia aged under 25),STI testing positivity (excluding chlamydia aged under 25),2017,45,sexualhealth
91308,STI testing positivity (excluding chlamydia aged under 25),STI testing positivity (excluding chlamydia aged under 25),2021,45,sexualhealth
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2014,45,sexualhealth
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2018,30,health-protection
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2017,45,sexualhealth
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2016,30,health-protection
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2017,105,child-health-profiles
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2015,30,health-protection
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2015,45,sexualhealth
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2018,45,sexualhealth
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2017,30,health-protection
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2016,45,sexualhealth
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2014,105,child-health-profiles
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2018,105,child-health-profiles
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2016,105,child-health-profiles
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2015,105,child-health-profiles
91321,Infectious Diseases in Pregnancy Screening: HIV Coverage,Infectious Diseases in Pregnancy Screening: HIV Coverage,2014,30,health-protection
91322,Sickle Cell and Thalassaemia Screening: Coverage,Sickle Cell and Thalassaemia Screening: Coverage,2017,105,child-health-profiles
91322,Sickle Cell and Thalassaemia Screening: Coverage,Sickle Cell and Thalassaemia Screening: Coverage,2016,105,child-health-profiles
91322,Sickle Cell and Thalassaemia Screening: Coverage,Sickle Cell and Thalassaemia Screening: Coverage,2014,105,child-health-profiles
91322,Sickle Cell and Thalassaemia Screening: Coverage,Sickle Cell and Thalassaemia Screening: Coverage,2015,105,child-health-profiles
91323,Newborn Blood Spot Screening: Coverage,Newborn Blood Spot Screening: Coverage,2016,105,child-health-profiles
91323,Newborn Blood Spot Screening: Coverage,Newborn Blood Spot Screening: Coverage,2018,105,child-health-profiles
91323,Newborn Blood Spot Screening: Coverage,Newborn Blood Spot Screening: Coverage,2014,105,child-health-profiles
91323,Newborn Blood Spot Screening: Coverage,Newborn Blood Spot Screening: Coverage,2017,105,child-health-profiles
91323,Newborn Blood Spot Screening: Coverage,Newborn Blood Spot Screening: Coverage,2015,105,child-health-profiles
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2016,19,public_health
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2015,105,child-health-profiles
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2017,105,child-health-profiles
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2015,19,public_health
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2014,105,child-health-profiles
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2019,19,public_health
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2020,19,public_health
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2018,19,public_health
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2021,19,public_health
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2018,105,child-health-profiles
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2020,105,child-health-profiles
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2017,19,public_health
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2014,19,public_health
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2016,105,child-health-profiles
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2021,105,child-health-profiles
91324,Newborn Hearing Screening: Coverage,Newborn Hearing Screening: Coverage,2019,105,child-health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2011,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2009,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2007,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2015,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2004,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2008,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2016,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2003,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2014,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2006,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2009,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2007,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2003,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2009,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2007,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2020,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2005,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2013,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2019,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2017,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2011,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2006,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2014,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2002,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2013,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2019,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2002,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2006,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2005,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2007,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2004,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2010,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2017,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2014,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2015,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2013,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2012,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2020,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2015,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2012,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2019,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2013,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2009,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2018,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2019,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2018,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2005,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2006,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2005,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2012,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2010,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2002,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2016,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2011,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2018,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2020,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2010,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2004,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2016,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2014,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2008,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2003,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2020,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2011,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2012,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2017,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2015,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2008,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2002,19,public_health
91361,TB incidence (three year average),TB incidence (three year average),2008,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2003,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2017,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2010,30,health-protection
91361,TB incidence (three year average),TB incidence (three year average),2016,86,tb-monitoring
91361,TB incidence (three year average),TB incidence (three year average),2004,26,health-profiles
91361,TB incidence (three year average),TB incidence (three year average),2018,30,health-protection
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2019,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2003,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2016,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2020,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2005,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2007,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2014,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2001,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2010,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2012,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2000,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2015,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2013,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2008,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2011,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2002,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2017,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2004,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2009,86,tb-monitoring
91365,Proportion of pulmonary TB cases that were culture confirmed,Proportion of pulmonary TB cases that were culture confirmed,2006,86,tb-monitoring
