code,final_year,description,profile
541,2017,Defences against flooding,ENVIRONMENTAL AND REGULATORY SERVICES
543,2017,Land drainage and related work (excluding levy / Special levies),ENVIRONMENTAL AND REGULATORY SERVICES
544,2017,Land drainage and related work - Levy / Special levies,ENVIRONMENTAL AND REGULATORY SERVICES
547,2017,Coast protection,ENVIRONMENTAL AND REGULATORY SERVICES
550,2017,Agriculture and fisheries services,ENVIRONMENTAL AND REGULATORY SERVICES
570,2017,Street cleansing (not chargeable to Highways),ENVIRONMENTAL AND REGULATORY SERVICES
581,2017,Waste collection,ENVIRONMENTAL AND REGULATORY SERVICES
582,2017,Waste disposal,ENVIRONMENTAL AND REGULATORY SERVICES
583,2017,Trade waste,ENVIRONMENTAL AND REGULATORY SERVICES
584,2017,Recycling,ENVIRONMENTAL AND REGULATORY SERVICES
585,2017,Waste minimisation,ENVIRONMENTAL AND REGULATORY SERVICES
586,2017,Climate change costs,ENVIRONMENTAL AND REGULATORY SERVICES
590,2017,TOTAL ENVIRONMENTAL AND REGULATORY SERVICES (total of lines 510 to 586),ENVIRONMENTAL AND REGULATORY SERVICES
591,2017,Building control,PLANNING AND DEVELOPMENT SERVICES
592,2017,Development control,PLANNING AND DEVELOPMENT SERVICES
593,2017,Planning policy,PLANNING AND DEVELOPMENT SERVICES
594,2017,Environmental initiatives,PLANNING AND DEVELOPMENT SERVICES
595,2017,Economic development,PLANNING AND DEVELOPMENT SERVICES
596,2017,Community development,PLANNING AND DEVELOPMENT SERVICES
597,2017,Economic research,PLANNING AND DEVELOPMENT SERVICES
598,2017,Business Support,PLANNING AND DEVELOPMENT SERVICES
599,2017,TOTAL PLANNING AND DEVELOPMENT SERVICES (total of lines 591 to 598),PLANNING AND DEVELOPMENT SERVICES
601,2017,TOTAL POLICE SERVICES,PLANNING AND DEVELOPMENT SERVICES
602,2017,TOTAL FIRE AND RESCUE SERVICES,PLANNING AND DEVELOPMENT SERVICES
604,2017,Coroners' court services,CENTRAL SERVICES
605,2017,Other court services,CENTRAL SERVICES
610,2017,Corporate and democratic core,CENTRAL SERVICES
623,2017,Local tax collection: council tax discounts - locally funded,CENTRAL SERVICES
625,2017,Local tax collection: council tax support administration,CENTRAL SERVICES
628,2017,Local tax collection: other,CENTRAL SERVICES
650,2017,Emergency planning,CENTRAL SERVICES
675,2017,Central services to the public: other,CENTRAL SERVICES
681,2017,Non-distributed costs - retirement benefits,CENTRAL SERVICES
682,2017,Non-distributed costs - costs of unused shares of IT facilities and other assets,CENTRAL SERVICES
684,2017,Non-distributed costs - revenue expenditure on surplus assets,CENTRAL SERVICES
690,2017,TOTAL CENTRAL SERVICES (total of lines 604 to 684),CENTRAL SERVICES
698,2017,TOTAL OTHER SERVICES,CENTRAL SERVICES
799,2017,"TOTAL SERVICE EXPENDITURE (total of lines 190, 290, 330, 360, 390, 490, 509, 590, 599, 601, 602, 690 and 698)",CENTRAL SERVICES
811,2017,Housing benefits: rent allowances - mandatory payments,CENTRAL SERVICES
812,2017,Housing benefits: non-HRA rent rebates - mandatory payments,CENTRAL SERVICES
813,2017,Housing benefits: rent rebates to HRA tenants - mandatory payments,CENTRAL SERVICES
814,2017,Housing benefits: subsidy limitation transfers from HRA,CENTRAL SERVICES
818,2017,Contribution to the HRA re items shared by the whole community,CENTRAL SERVICES
821,2017,Parish Precepts,Precepts and levies
822,2017,Integrated Transport Authority levy,Precepts and levies
824,2017,Waste Disposal Authority levy,Precepts and levies
827,2017,London Pensions Fund Authority levy,Precepts and levies
828,2017,Other levies,Precepts and levies
831,2017,External Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
832,2017,Internal Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
841,2017,Capital items accounted for in External Trading Accounts,Precepts and levies
842,2017,Capital items accounted for in Internal Trading Accounts,Precepts and levies
847,2017,Appropriations to(+) / from(-) Accumulated Absences Account,Precepts and levies
848,2017,Adjustments to net current expenditure,Precepts and levies
849,2017,NET CURRENT EXPENDITURE (total of lines 799 to 848),Precepts and levies
110,2016,Early years,EDUCATION SERVICES
120,2016,Primary schools,EDUCATION SERVICES
130,2016,Secondary schools,EDUCATION SERVICES
140,2016,Special schools and alternative provision,EDUCATION SERVICES
145,2016,Post-16 provision,EDUCATION SERVICES
165,2016,Other education and community budget,EDUCATION SERVICES
190,2016,TOTAL EDUCATION SERVICES (total of lines 110 to 165),EDUCATION SERVICES
210,2016,"Transport planning, policy and strategy",HIGHWAYS AND TRANSPORT SERVICES
230,2016,Structural maintenance,HIGHWAYS AND TRANSPORT SERVICES
247,2016,"Environmental, safety and routine maintenance",HIGHWAYS AND TRANSPORT SERVICES
248,2016,Winter service,HIGHWAYS AND TRANSPORT SERVICES
249,2016,Street lighting (including energy costs),HIGHWAYS AND TRANSPORT SERVICES
251,2016,Traffic management and road safety: congestion charging,HIGHWAYS AND TRANSPORT SERVICES
252,2016,Traffic management and road safety: traffic management – bus lane enforcement,HIGHWAYS AND TRANSPORT SERVICES
254,2016,Traffic management and road safety: road safety education and safe routes (including school crossing patrols),HIGHWAYS AND TRANSPORT SERVICES
258,2016,Traffic management and road safety: other,HIGHWAYS AND TRANSPORT SERVICES
260,2016,Parking services,HIGHWAYS AND TRANSPORT SERVICES
271,2016,Public transport: statutory concessionary fares,HIGHWAYS AND TRANSPORT SERVICES
272,2016,Public transport: discretionary concessionary fares,HIGHWAYS AND TRANSPORT SERVICES
275,2016,Public transport: support to operators,HIGHWAYS AND TRANSPORT SERVICES
276,2016,Public transport: co-ordination,HIGHWAYS AND TRANSPORT SERVICES
280,2016,"Airports, harbours and toll facilities",HIGHWAYS AND TRANSPORT SERVICES
290,2016,TOTAL HIGHWAYS AND TRANSPORT SERVICES (total of lines 210 to 280),HIGHWAYS AND TRANSPORT SERVICES
310,2016,Children's social care: Sure start children's centres/flying start and early years,CHILDREN'S SOCIAL CARE
313,2016,Children's social care: Children looked after,CHILDREN'S SOCIAL CARE
315,2016,Children's social care: Other children and family services,CHILDREN'S SOCIAL CARE
322,2016,Children's social care: Family support services,CHILDREN'S SOCIAL CARE
323,2016,Children's social care: Youth justice,CHILDREN'S SOCIAL CARE
325,2016,Children's social care: Safeguarding children and young people’s services,CHILDREN'S SOCIAL CARE
326,2016,Children's social care: Asylum seekers,CHILDREN'S SOCIAL CARE
327,2016,Children's social care: Services for young people,CHILDREN'S SOCIAL CARE
330,2016,TOTAL CHILDREN'S SOCIAL CARE (total of lines 310 to 327),CHILDREN'S SOCIAL CARE
332,2016,Physical support - adults (18–64),ADULT SOCIAL CARE
333,2016,Physical support - older people (65+),ADULT SOCIAL CARE
334,2016,Sensory support - adults (18–64),ADULT SOCIAL CARE
335,2016,Sensory support - older people (65+),ADULT SOCIAL CARE
336,2016,Support with memory and cognition - adults (18–64),ADULT SOCIAL CARE
337,2016,Support with memory and cognition - older people (65+),ADULT SOCIAL CARE
340,2016,Learning disability support - adults (18–64),ADULT SOCIAL CARE
341,2016,Learning disability support - older people (65+),ADULT SOCIAL CARE
344,2016,Mental health support - adults (18–64),ADULT SOCIAL CARE
345,2016,Mental health support - older people (65+),ADULT SOCIAL CARE
348,2016,Social support: Substance misuse support,ADULT SOCIAL CARE
349,2016,Social support: Asylum seeker support,ADULT SOCIAL CARE
350,2016,Social support: Support for carer,ADULT SOCIAL CARE
351,2016,Social support: Social Isolation,ADULT SOCIAL CARE
353,2016,Assistive equipment and technology,ADULT SOCIAL CARE
354,2016,Social care activities,ADULT SOCIAL CARE
355,2016,Information and early intervention,ADULT SOCIAL CARE
356,2016,Commissioning and service delivery,ADULT SOCIAL CARE
360,2016,TOTAL ADULT SOCIAL CARE (total of lines 332 to 356),ADULT SOCIAL CARE
361,2016,Sexual health services - STI testing and treatment (prescribed functions),PUBLIC HEALTH
362,2016,Sexual health services - Contraception (prescribed functions),PUBLIC HEALTH
363,2016,"Sexual health services - Promotion, prevention and advice (non-prescribed functions)",PUBLIC HEALTH
365,2016,NHS health check programme  (prescribed functions),PUBLIC HEALTH
366,2016,Health protection - Local authority role in health protection  (prescribed functions),PUBLIC HEALTH
368,2016,National child measurement programme (prescribed functions),PUBLIC HEALTH
370,2016,Public health advice (prescribed functions),PUBLIC HEALTH
371,2016,Obesity - adults,PUBLIC HEALTH
372,2016,Obesity - children,PUBLIC HEALTH
373,2016,Physical activity - adults,PUBLIC HEALTH
374,2016,Physical activity - children,PUBLIC HEALTH
376,2016,Substance misuse - Drug misuse - adults,PUBLIC HEALTH
377,2016,Substance misuse - Alcohol misuse - adults,PUBLIC HEALTH
378,2016,Substance misuse - (drugs and alcohol) - youth services,PUBLIC HEALTH
380,2016,Smoking and tobacco - Stop smoking services and interventions,PUBLIC HEALTH
381,2016,Smoking and tobacco - Wider tobacco control,PUBLIC HEALTH
383,2016,Children 5–19 public health programmes,PUBLIC HEALTH
384,2016,Miscellaneous public health services - Children's 0–5 services (prescribed functions),PUBLIC HEALTH
385,2016,Miscellaneous public health services - Children’s 0-5 services - Other (non-prescribed functions),PUBLIC HEALTH
386,2016,Miscellaneous public health services - other,PUBLIC HEALTH
390,2016,TOTAL PUBLIC HEALTH (total of lines 361 to 386),PUBLIC HEALTH
409,2016,"Housing strategy, advice, advances, enabling, renewals and licensing",HOUSING SERVICES (GFRA only)
440,2016,Homelessness,HOUSING SERVICES (GFRA only)
456,2016,Housing benefits: rent allowances and rent rebates - discretionary payments,HOUSING SERVICES (GFRA only)
457,2016,Housing benefits administration,HOUSING SERVICES (GFRA only)
460,2016,Other council property - travellers' sites and non-HRA council property,HOUSING SERVICES (GFRA only)
475,2016,Housing welfare: Supporting People,HOUSING SERVICES (GFRA only)
478,2016,Other welfare services,HOUSING SERVICES (GFRA only)
490,2016,TOTAL HOUSING SERVICES (GFRA only)  (total of lines 409 to 478),HOUSING SERVICES (GFRA only)
500,2016,Archives,CULTURAL AND RELATED SERVICES
501,2016,Culture and heritage (excluding Archives),CULTURAL AND RELATED SERVICES
502,2016,Recreation and sport,CULTURAL AND RELATED SERVICES
503,2016,Open spaces,CULTURAL AND RELATED SERVICES
504,2016,Tourism,CULTURAL AND RELATED SERVICES
505,2016,Library service,CULTURAL AND RELATED SERVICES
509,2016,TOTAL CULTURAL AND RELATED SERVICES (total of lines 500 to 505),CULTURAL AND RELATED SERVICES
510,2016,"Cemetery, cremation and mortuary services",ENVIRONMENTAL AND REGULATORY SERVICES
519,2016,Regulatory services: Trading standards,ENVIRONMENTAL AND REGULATORY SERVICES
520,2016,Regulatory services: Water safety,ENVIRONMENTAL AND REGULATORY SERVICES
521,2016,Regulatory services: Food safety,ENVIRONMENTAL AND REGULATORY SERVICES
522,2016,Regulatory services: Environmental protection; noise and nuisance,ENVIRONMENTAL AND REGULATORY SERVICES
523,2016,Regulatory services: Housing standards,ENVIRONMENTAL AND REGULATORY SERVICES
524,2016,Regulatory services: Health and safety,ENVIRONMENTAL AND REGULATORY SERVICES
525,2016,Regulatory services: Port health (excluding levies),ENVIRONMENTAL AND REGULATORY SERVICES
526,2016,Regulatory services: Port health levies,ENVIRONMENTAL AND REGULATORY SERVICES
527,2016,Regulatory services: Pest control,ENVIRONMENTAL AND REGULATORY SERVICES
528,2016,Regulatory services: Public conveniences,ENVIRONMENTAL AND REGULATORY SERVICES
529,2016,Regulatory services: Animal and public health; infectious disease,ENVIRONMENTAL AND REGULATORY SERVICES
530,2016,Regulatory services: Licensing - Alcohol and entertainment licensing; taxi licensing,ENVIRONMENTAL AND REGULATORY SERVICES
531,2016,Community safety (Crime reduction),ENVIRONMENTAL AND REGULATORY SERVICES
532,2016,Community safety (Safety services),ENVIRONMENTAL AND REGULATORY SERVICES
533,2016,Community safety (CCTV),ENVIRONMENTAL AND REGULATORY SERVICES
541,2016,Defences against flooding,ENVIRONMENTAL AND REGULATORY SERVICES
543,2016,Land drainage and related work (excluding levy / Special levies),ENVIRONMENTAL AND REGULATORY SERVICES
544,2016,Land drainage and related work - Levy / Special levies,ENVIRONMENTAL AND REGULATORY SERVICES
547,2016,Coast protection,ENVIRONMENTAL AND REGULATORY SERVICES
550,2016,Agriculture and fisheries services,ENVIRONMENTAL AND REGULATORY SERVICES
570,2016,Street cleansing (not chargeable to Highways),ENVIRONMENTAL AND REGULATORY SERVICES
581,2016,Waste collection,ENVIRONMENTAL AND REGULATORY SERVICES
582,2016,Waste disposal,ENVIRONMENTAL AND REGULATORY SERVICES
583,2016,Trade waste,ENVIRONMENTAL AND REGULATORY SERVICES
584,2016,Recycling,ENVIRONMENTAL AND REGULATORY SERVICES
585,2016,Waste minimisation,ENVIRONMENTAL AND REGULATORY SERVICES
586,2016,Climate change costs,ENVIRONMENTAL AND REGULATORY SERVICES
590,2016,TOTAL ENVIRONMENTAL AND REGULATORY SERVICES (total of lines 510 to 586),ENVIRONMENTAL AND REGULATORY SERVICES
591,2016,Building control,PLANNING AND DEVELOPMENT SERVICES
592,2016,Development control,PLANNING AND DEVELOPMENT SERVICES
593,2016,Planning policy,PLANNING AND DEVELOPMENT SERVICES
594,2016,Environmental initiatives,PLANNING AND DEVELOPMENT SERVICES
595,2016,Economic development,PLANNING AND DEVELOPMENT SERVICES
596,2016,Community development,PLANNING AND DEVELOPMENT SERVICES
597,2016,Economic research,PLANNING AND DEVELOPMENT SERVICES
598,2016,Business Support,PLANNING AND DEVELOPMENT SERVICES
599,2016,TOTAL PLANNING AND DEVELOPMENT SERVICES (total of lines 591 to 598),PLANNING AND DEVELOPMENT SERVICES
601,2016,TOTAL POLICE SERVICES,PLANNING AND DEVELOPMENT SERVICES
602,2016,TOTAL FIRE AND RESCUE SERVICES,PLANNING AND DEVELOPMENT SERVICES
604,2016,Coroners' court services,CENTRAL SERVICES
605,2016,Other court services,CENTRAL SERVICES
610,2016,Corporate and democratic core,CENTRAL SERVICES
623,2016,Local tax collection: council tax discounts - locally funded,CENTRAL SERVICES
625,2016,Local tax collection: council tax support administration,CENTRAL SERVICES
628,2016,Local tax collection: other,CENTRAL SERVICES
650,2016,Emergency planning,CENTRAL SERVICES
675,2016,Central services to the public: other,CENTRAL SERVICES
681,2016,Non-distributed costs - retirement benefits,CENTRAL SERVICES
682,2016,Non-distributed costs - costs of unused shares of IT facilities and other assets,CENTRAL SERVICES
684,2016,Non-distributed costs - revenue expenditure on surplus assets,CENTRAL SERVICES
690,2016,TOTAL CENTRAL SERVICES (total of lines 604 to 684),CENTRAL SERVICES
698,2016,TOTAL OTHER SERVICES,CENTRAL SERVICES
799,2016,"TOTAL SERVICE EXPENDITURE (total of lines 190, 290, 330, 360, 390, 490, 509, 590, 599, 601, 602, 690 and 698)",CENTRAL SERVICES
811,2016,Housing benefits: rent allowances - mandatory payments,CENTRAL SERVICES
812,2016,Housing benefits: non-HRA rent rebates - mandatory payments,CENTRAL SERVICES
813,2016,Housing benefits: rent rebates to HRA tenants - mandatory payments,CENTRAL SERVICES
814,2016,Housing benefits: subsidy limitation transfers from HRA,CENTRAL SERVICES
818,2016,Contribution to the HRA re items shared by the whole community,CENTRAL SERVICES
821,2016,Parish Precepts,Precepts and levies
822,2016,Integrated Transport Authority levy,Precepts and levies
824,2016,Waste Disposal Authority levy,Precepts and levies
827,2016,London Pensions Fund Authority levy,Precepts and levies
828,2016,Other levies,Precepts and levies
831,2016,External Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
832,2016,Internal Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
841,2016,Capital items accounted for in External Trading Accounts,Precepts and levies
842,2016,Capital items accounted for in Internal Trading Accounts,Precepts and levies
847,2016,Appropriations to(+) / from(-) Accumulated Absences Account,Precepts and levies
848,2016,Adjustments to net current expenditure,Precepts and levies
849,2016,NET CURRENT EXPENDITURE (total of lines 799 to 848),Precepts and levies
110,2015,Early years,EDUCATION SERVICES
120,2015,Primary schools,EDUCATION SERVICES
130,2015,Secondary schools,EDUCATION SERVICES
140,2015,Special schools and alternative provision,EDUCATION SERVICES
145,2015,Post-16 provision,EDUCATION SERVICES
165,2015,Other education and community budget,EDUCATION SERVICES
190,2015,TOTAL EDUCATION SERVICES (total of lines 110 to 165),EDUCATION SERVICES
210,2015,"Transport planning, policy and strategy",HIGHWAYS AND TRANSPORT SERVICES
220,2015,Capital items relating to construction projects,HIGHWAYS AND TRANSPORT SERVICES
230,2015,Structural maintenance,HIGHWAYS AND TRANSPORT SERVICES
247,2015,"Environmental, safety and routine maintenance",HIGHWAYS AND TRANSPORT SERVICES
248,2015,Winter service,HIGHWAYS AND TRANSPORT SERVICES
249,2015,Street lighting (including energy costs),HIGHWAYS AND TRANSPORT SERVICES
251,2015,Traffic management and road safety: congestion charging,HIGHWAYS AND TRANSPORT SERVICES
254,2015,Traffic management and road safety: road safety education and safe routes (including school crossing patrols),HIGHWAYS AND TRANSPORT SERVICES
258,2015,Traffic management and road safety: other,HIGHWAYS AND TRANSPORT SERVICES
260,2015,Parking services,HIGHWAYS AND TRANSPORT SERVICES
271,2015,Public transport: statutory concessionary fares,HIGHWAYS AND TRANSPORT SERVICES
272,2015,Public transport: discretionary concessionary fares,HIGHWAYS AND TRANSPORT SERVICES
275,2015,Public transport: support to operators,HIGHWAYS AND TRANSPORT SERVICES
276,2015,Public transport: co-ordination,HIGHWAYS AND TRANSPORT SERVICES
280,2015,"Airports, harbours and toll facilities",HIGHWAYS AND TRANSPORT SERVICES
290,2015,TOTAL HIGHWAYS AND TRANSPORT SERVICES (total of lines 210 to 280),HIGHWAYS AND TRANSPORT SERVICES
310,2015,Children's social care: Sure start children's centres/flying start and early years,CHILDREN'S SOCIAL CARE
313,2015,Children's social care: Children looked after,CHILDREN'S SOCIAL CARE
315,2015,Children's social care: Other children and family services,CHILDREN'S SOCIAL CARE
322,2015,Children's social care: Family support services,CHILDREN'S SOCIAL CARE
323,2015,Children's social care: Youth justice,CHILDREN'S SOCIAL CARE
325,2015,Children's social care: Safeguarding children and young people’s services,CHILDREN'S SOCIAL CARE
326,2015,Children's social care: Asylum seekers,CHILDREN'S SOCIAL CARE
327,2015,Children's social care: Services for young people,CHILDREN'S SOCIAL CARE
330,2015,TOTAL CHILDREN'S SOCIAL CARE (total of lines 310 to 327),CHILDREN'S SOCIAL CARE
332,2015,Physical support - adults (18–64),ADULT SOCIAL CARE
333,2015,Physical support - older people (65+),ADULT SOCIAL CARE
334,2015,Sensory support - adults (18–64),ADULT SOCIAL CARE
335,2015,Sensory support - older people (65+),ADULT SOCIAL CARE
336,2015,Support with memory and cognition - adults (18–64),ADULT SOCIAL CARE
337,2015,Support with memory and cognition - older people (65+),ADULT SOCIAL CARE
340,2015,Learning disability support - adults (18–64),ADULT SOCIAL CARE
341,2015,Learning disability support - older people (65+),ADULT SOCIAL CARE
344,2015,Mental health support - adults (18–64),ADULT SOCIAL CARE
345,2015,Mental health support - older people (65+),ADULT SOCIAL CARE
348,2015,Social support: Substance misuse support,ADULT SOCIAL CARE
349,2015,Social support: Asylum seeker support,ADULT SOCIAL CARE
350,2015,Social support: Support for carer,ADULT SOCIAL CARE
353,2015,Assistive equipment and technology,ADULT SOCIAL CARE
354,2015,Social care activities,ADULT SOCIAL CARE
355,2015,Information and early intervention,ADULT SOCIAL CARE
356,2015,Commissioning and service delivery,ADULT SOCIAL CARE
360,2015,TOTAL ADULT SOCIAL CARE (total of lines 332 to 356),ADULT SOCIAL CARE
361,2015,Sexual health services - STI testing and treatment (prescribed functions),PUBLIC HEALTH
362,2015,Sexual health services - Contraception (prescribed functions),PUBLIC HEALTH
363,2015,"Sexual health services - Advice, prevention and promotion  (non-prescribed functions)",PUBLIC HEALTH
365,2015,NHS health check programme  (prescribed functions),PUBLIC HEALTH
366,2015,Health protection - Local authority role in health protection  (prescribed functions),PUBLIC HEALTH
368,2015,National child measurement programme (prescribed functions),PUBLIC HEALTH
370,2015,Public health advice (prescribed functions),PUBLIC HEALTH
371,2015,Obesity - adults,PUBLIC HEALTH
372,2015,Obesity - children,PUBLIC HEALTH
373,2015,Physical activity - adults,PUBLIC HEALTH
374,2015,Physical activity - children,PUBLIC HEALTH
376,2015,Substance misuse - Drug misuse - adults,PUBLIC HEALTH
377,2015,Substance misuse - Alcohol misuse - adults,PUBLIC HEALTH
378,2015,Substance misuse - (drugs and alcohol) - youth services,PUBLIC HEALTH
380,2015,Smoking and tobacco - Stop smoking services and interventions,PUBLIC HEALTH
381,2015,Smoking and tobacco - Wider tobacco control,PUBLIC HEALTH
383,2015,Children 5–19 public health programmes,PUBLIC HEALTH
385,2015,Miscellaneous public health services,PUBLIC HEALTH
390,2015,TOTAL PUBLIC HEALTH (total of lines 361 to 385),PUBLIC HEALTH
409,2015,"Housing strategy, advice, advances, enabling, renewals and licensing",HOUSING SERVICES (GFRA only)
440,2015,Homelessness,HOUSING SERVICES (GFRA only)
456,2015,Housing benefits: rent allowances and rent rebates - discretionary payments,HOUSING SERVICES (GFRA only)
457,2015,Housing benefits administration,HOUSING SERVICES (GFRA only)
460,2015,Other council property - travellers' sites and non-HRA council property,HOUSING SERVICES (GFRA only)
475,2015,Housing welfare: Supporting People,HOUSING SERVICES (GFRA only)
478,2015,Other welfare services,HOUSING SERVICES (GFRA only)
490,2015,TOTAL HOUSING SERVICES (GFRA only)  (total of lines 409 to 478),HOUSING SERVICES (GFRA only)
500,2015,Archives,CULTURAL AND RELATED SERVICES
501,2015,Culture and heritage (excluding Archives),CULTURAL AND RELATED SERVICES
502,2015,Recreation and sport,CULTURAL AND RELATED SERVICES
503,2015,Open spaces,CULTURAL AND RELATED SERVICES
504,2015,Tourism,CULTURAL AND RELATED SERVICES
505,2015,Library service,CULTURAL AND RELATED SERVICES
509,2015,TOTAL CULTURAL AND RELATED SERVICES (total of lines 500 to 505),CULTURAL AND RELATED SERVICES
510,2015,"Cemetery, cremation and mortuary services",ENVIRONMENTAL AND REGULATORY SERVICES
519,2015,Regulatory services: Trading standards,ENVIRONMENTAL AND REGULATORY SERVICES
520,2015,Regulatory services: Water safety,ENVIRONMENTAL AND REGULATORY SERVICES
521,2015,Regulatory services: Food safety,ENVIRONMENTAL AND REGULATORY SERVICES
522,2015,Regulatory services: Environmental protection; noise and nuisance,ENVIRONMENTAL AND REGULATORY SERVICES
523,2015,Regulatory services: Housing standards,ENVIRONMENTAL AND REGULATORY SERVICES
524,2015,Regulatory services: Health and safety,ENVIRONMENTAL AND REGULATORY SERVICES
525,2015,Regulatory services: Port health (excluding levies),ENVIRONMENTAL AND REGULATORY SERVICES
526,2015,Regulatory services: Port health levies,ENVIRONMENTAL AND REGULATORY SERVICES
527,2015,Regulatory services: Pest control,ENVIRONMENTAL AND REGULATORY SERVICES
528,2015,Regulatory services: Public conveniences,ENVIRONMENTAL AND REGULATORY SERVICES
529,2015,Regulatory services: Animal and public health; infectious disease,ENVIRONMENTAL AND REGULATORY SERVICES
530,2015,Regulatory services: Licensing - Alcohol and entertainment licensing; taxi licensing,ENVIRONMENTAL AND REGULATORY SERVICES
531,2015,Community safety (Crime reduction),ENVIRONMENTAL AND REGULATORY SERVICES
532,2015,Community safety (Safety services),ENVIRONMENTAL AND REGULATORY SERVICES
533,2015,Community safety (CCTV),ENVIRONMENTAL AND REGULATORY SERVICES
541,2015,Defences against flooding,ENVIRONMENTAL AND REGULATORY SERVICES
543,2015,Land drainage and related work (excluding levy / Special levies),ENVIRONMENTAL AND REGULATORY SERVICES
544,2015,Land drainage and related work - Levy / Special levies,ENVIRONMENTAL AND REGULATORY SERVICES
547,2015,Coast protection,ENVIRONMENTAL AND REGULATORY SERVICES
550,2015,Agriculture and fisheries services,ENVIRONMENTAL AND REGULATORY SERVICES
570,2015,Street cleansing (not chargeable to Highways),ENVIRONMENTAL AND REGULATORY SERVICES
581,2015,Waste collection,ENVIRONMENTAL AND REGULATORY SERVICES
582,2015,Waste disposal,ENVIRONMENTAL AND REGULATORY SERVICES
583,2015,Trade waste,ENVIRONMENTAL AND REGULATORY SERVICES
584,2015,Recycling,ENVIRONMENTAL AND REGULATORY SERVICES
585,2015,Waste minimisation,ENVIRONMENTAL AND REGULATORY SERVICES
586,2015,Climate change costs,ENVIRONMENTAL AND REGULATORY SERVICES
590,2015,TOTAL ENVIRONMENTAL AND REGULATORY SERVICES (total of lines 510 to 586),ENVIRONMENTAL AND REGULATORY SERVICES
591,2015,Building control,PLANNING AND DEVELOPMENT SERVICES
592,2015,Development control,PLANNING AND DEVELOPMENT SERVICES
593,2015,Planning policy,PLANNING AND DEVELOPMENT SERVICES
594,2015,Environmental initiatives,PLANNING AND DEVELOPMENT SERVICES
595,2015,Economic development,PLANNING AND DEVELOPMENT SERVICES
596,2015,Community development,PLANNING AND DEVELOPMENT SERVICES
597,2015,Economic research,PLANNING AND DEVELOPMENT SERVICES
598,2015,Business Support,PLANNING AND DEVELOPMENT SERVICES
599,2015,TOTAL PLANNING AND DEVELOPMENT SERVICES (total of lines 591 to 598),PLANNING AND DEVELOPMENT SERVICES
601,2015,TOTAL POLICE SERVICES,PLANNING AND DEVELOPMENT SERVICES
602,2015,TOTAL FIRE AND RESCUE SERVICES,PLANNING AND DEVELOPMENT SERVICES
604,2015,Coroners' court services,CENTRAL SERVICES
605,2015,Other court services,CENTRAL SERVICES
610,2015,Corporate and democratic core,CENTRAL SERVICES
623,2015,Local tax collection: council tax discounts - locally funded,CENTRAL SERVICES
625,2015,Local tax collection: council tax support administration,CENTRAL SERVICES
628,2015,Local tax collection: other,CENTRAL SERVICES
650,2015,Emergency planning,CENTRAL SERVICES
675,2015,Central services to the public: other,CENTRAL SERVICES
681,2015,Non-distributed costs - retirement benefits,CENTRAL SERVICES
682,2015,Non-distributed costs - costs of unused shares of IT facilities and other assets,CENTRAL SERVICES
683,2015,Non-distributed costs - depreciation / impairment of surplus costs etc,CENTRAL SERVICES
684,2015,Non-distributed costs - revenue expenditure on surplus assets,CENTRAL SERVICES
690,2015,TOTAL CENTRAL SERVICES (total of lines 604 to 684),CENTRAL SERVICES
698,2015,TOTAL OTHER SERVICES,CENTRAL SERVICES
799,2015,"TOTAL SERVICE EXPENDITURE (total of lines 190, 290, 330, 360, 390, 490, 509, 590, 599, 601, 602, 690 and 698)",CENTRAL SERVICES
811,2015,Housing benefits: rent allowances - mandatory payments,CENTRAL SERVICES
812,2015,Housing benefits: non-HRA rent rebates - mandatory payments,CENTRAL SERVICES
813,2015,Housing benefits: rent rebates to HRA tenants - mandatory payments,CENTRAL SERVICES
814,2015,Housing benefits: subsidy limitation transfers from HRA,CENTRAL SERVICES
818,2015,Contribution to the HRA re items shared by the whole community,CENTRAL SERVICES
821,2015,Parish Precepts,Precepts and levies
822,2015,Integrated Transport Authority levy,Precepts and levies
824,2015,Waste Disposal Authority levy,Precepts and levies
827,2015,London Pensions Fund Authority levy,Precepts and levies
828,2015,Other levies,Precepts and levies
831,2015,External Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
832,2015,Internal Trading Accounts net surplus(-)/ deficit(+),Precepts and levies
841,2015,Capital items accounted for in External Trading Accounts,Precepts and levies
842,2015,Capital items accounted for in Internal Trading Accounts,Precepts and levies
847,2015,Appropriations to(+) / from(-) Accumulated Absences Account,Precepts and levies
848,2015,Adjustments to net current expenditure,Precepts and levies
849,2015,NET CURRENT EXPENDITURE (total of lines 799 to 848),Precepts and levies
110,2012,Early Years,EDUCATION SERVICES
120,2012,Primary schools,EDUCATION SERVICES
130,2012,Secondary schools,EDUCATION SERVICES
140,2012,Special schools,EDUCATION SERVICES
150,2012,Services to Young People,EDUCATION SERVICES
160,2012,Other School related Education Functions,EDUCATION SERVICES
190,2012,TOTAL EDUCATION SERVICES (total of lines 110 to 160),EDUCATION SERVICES
210,2012,"Transport planning, policy and strategy",HIGHWAYS AND TRANSPORT SERVICES
220,2012,Capital charges relating to construction projects,HIGHWAYS AND TRANSPORT SERVICES
